"","SCHOOL_TYPE","RACE","FAM_COMP","SES","PT_ED","PT_PUSH","COMP_HOME","HAS_INTERNET","TEACHER_TECH_ACCESS","PERC_SOPH_COLLEGE_PREP","LOWEST_TEACHER_SALARY_THOUSANDS","TEST_COMP","SESQU_2011","DROPPED_OUT","ED_ATNMT_BACHELORS","PT_ED_YEARS","PT_PUSH_YEARS","SES_2011","BYA50A_1","BYA50B_1","BYA50C_1","BYA50D_1","BYA50E_1","BYA50F_1","BYA50G_1","BYA50H_1","BYA50K_1","FREE_LUNCH_CATEGORIES","FREE_LUNCH_MAJ"
"130","Public",NA,"Single/Absent Parent",-1.35,"Some HS/GED","Advanced Degree","0","0",0,-7,25.677,40.91,"1",TRUE,FALSE,4,12,0.2,1,2,3,3,3,3,2,1,4,"<=75%",TRUE
"131","Public","Black","Single/Absent Parent",-0.09,"Attend PS/Associate's","Bachelor's","1","1",0,-7,20.67,42,"1",FALSE,FALSE,5,8,0.39,1,2,3,2,1,2,1,3,2,"<=75%",TRUE
"132","Public","Black","Single/Absent Parent",-0.79,"Attend PS/Associate's","Bachelor's","0","0",0,-7,20.67,56.66,"3",FALSE,FALSE,7,8,0,2,2,2,2,2,4,2,3,1,"<=75%",TRUE
"133","Public","Hispanic","Two Parents",-0.65,"Some HS/GED","Bachelor's","1","1",0,-7,25,38.92,"1",TRUE,FALSE,4,8,0.42,1,1,2,1,1,2,2,1,1,"<=75%",TRUE
"134","Public","Hispanic","Two Parents",-0.47,"Attend PS/Associate's","Bachelor's","1","1",0,-7,17.16,38.99,"1",FALSE,FALSE,5,8,0,1,2,2,3,3,2,3,2,1,"<=75%",TRUE
"135","Public","Black","Two Parents",0.39,"Advanced Degree","Bachelor's","1","1",0,-7,27,46.22,"1",FALSE,FALSE,12,8,0.42,2,2,2,3,1,2,2,2,3,"<=75%",TRUE
"136","Public","Hispanic","Single/Absent Parent",0.01,"Attend PS/Associate's","Bachelor's","1","1",0,-7,30.9,45.89,"3",FALSE,TRUE,7,8,0.5,3,3,3,3,2,3,3,2,3,"<=75%",TRUE
"137","Public","White","Two Parents",0.53,"Bachelors","Advanced Degree","1","1",0,-7,26,61.79,"2",FALSE,FALSE,8,10,0.42,1,1,1,1,1,2,1,2,3,"<=75%",TRUE
"138","Public","Hispanic","Single/Absent Parent",-1.35,"Some HS/GED","Advanced Degree","1","1",0,-7,23.358,45.97,"4",FALSE,TRUE,1,10,0.52,1,1,2,2,1,2,1,2,2,"<=75%",TRUE
"139","Public",NA,"Two Parents",-0.8,"Some HS/GED","Some HS/GED","0","0",0,-7,25.854,37.13,"1",FALSE,FALSE,4,4,0,3,1,4,3,3,3,2,3,3,"<=75%",TRUE
"140","Public",NA,"Two Parents",0.12,"Bachelors","Some HS/GED","0","0",0,-7,22,38.61,"2",FALSE,FALSE,8,6,0,1,1,2,4,1,3,2,2,1,"<=75%",TRUE
"141","Public","Hispanic","Single/Absent Parent",-0.13,"Advanced Degree","Bachelor's","1","1",0,-7,24,43,"3",FALSE,FALSE,10,8,0.43,1,1,2,2,1,2,1,1,2,"<=75%",TRUE
"142","Public","White","Single/Absent Parent",-0.97,"Some HS/GED","Bachelor's","1","0",13,-9,30,36.3,"1",FALSE,FALSE,4,8,0.13,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"143","Public","API","Two Parents",-1.72,"Some HS/GED","Some HS/GED","1","1",13,-9,30,48.9,"1",TRUE,FALSE,4,6,0.05,1,1,1,1,1,1,2,2,2,"<=50%",FALSE
"144","Public","API","Two Parents",-0.18,"Bachelors","Bachelor's","0","0",13,-9,30,45.29,"1",TRUE,FALSE,8,8,0.3,1,1,1,1,1,1,2,2,2,"<=50%",FALSE
"145","Public","White","Two Parents",0.37,"Bachelors","Advanced Degree","1","1",13,-9,30,50.18,"1",FALSE,FALSE,8,12,0,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"146","Public","Hispanic","Two Parents",-1.04,"Attend PS/Associate's","Some HS/GED","1","1",13,-9,30,44.33,"2",TRUE,FALSE,7,6,0.3,1,1,1,1,1,1,2,2,2,"<=50%",FALSE
"147","Public","White","Two Parents",-0.89,"Some HS/GED","Bachelor's","1","1",13,-9,30,51.68,"3",FALSE,FALSE,1,8,0.39,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"148","Public","API","Two Parents",-0.68,"Attend PS/Associate's","Bachelor's","1","1",13,-9,30,42.68,"1",FALSE,FALSE,7,8,0.42,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"149","Public","Other","Two Parents",0.55,"Advanced Degree","Advanced Degree","1","1",13,-9,30,59.6,"4",FALSE,TRUE,10,10,0.77,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"150","Public","API","Two Parents",-0.57,"Some HS/GED","Advanced Degree","1","1",13,-9,30,49.8,"3",FALSE,TRUE,1,10,0.5,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"151","Public","White","Single/Absent Parent",-0.42,"Some HS/GED","Some HS/GED","1","1",13,-9,30,40.78,"1",TRUE,FALSE,4,6,0.51,1,1,1,1,1,1,2,2,2,"<=50%",FALSE
"152","Public","White","Two Parents",1.19,"Advanced Degree","Bachelor's","1","1",13,-9,30,52.81,"2",FALSE,FALSE,10,8,0,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"153","Public","White","Two Parents",0,"Some HS/GED","Bachelor's","1","1",13,-9,30,62.26,"3",TRUE,TRUE,4,8,0.09,1,1,1,1,1,1,2,2,2,"<=50%",FALSE
"154","Public","API","Two Parents",-1.42,"Some HS/GED","Bachelor's","1","1",13,-9,30,56.36,"2",FALSE,FALSE,1,8,0.2,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"155","Public","White","Two Parents",-0.56,"Some HS/GED","Bachelor's","1","1",13,-9,30,42.27,"3",FALSE,TRUE,4,8,0.25,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"156","Public","White","Single/Absent Parent",-0.81,"Some HS/GED","Advanced Degree","1","1",13,-9,30,52.88,"2",FALSE,FALSE,1,10,0.39,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"157","Public","API","Single/Absent Parent",-0.98,"Some HS/GED","Advanced Degree","1","1",13,-9,30,63.98,"3",FALSE,TRUE,4,10,0.13,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"158","Public","White","Two Parents",1.2,"Advanced Degree","Advanced Degree","1","1",13,-9,30,58.31,"3",FALSE,FALSE,10,10,0.23,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"159","Public","API","Two Parents",-1.18,"Attend PS/Associate's","Some HS/GED","1","1",13,-9,30,39.24,"4",FALSE,FALSE,6,1,0.79,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"160","Public","Hispanic","Two Parents",-0.83,"Some HS/GED","Some HS/GED","1","1",13,-9,30,43.03,"1",FALSE,FALSE,4,6,0.32,1,1,1,1,1,1,2,2,2,"<=50%",FALSE
"161","Public","White","Two Parents",0.23,"Attend PS/Associate's","Advanced Degree","1","1",13,-9,30,44.5,"1",FALSE,FALSE,6,12,0.39,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"162","Public","API","Two Parents",-0.4,"Some HS/GED","Bachelor's","1","1",13,-9,30,50.41,"3",FALSE,TRUE,4,8,0.14,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"163","Public","White","Single/Absent Parent",-1.01,"Some HS/GED","Advanced Degree","1","1",13,-9,30,56.25,"3",FALSE,TRUE,1,10,0.19,1,1,1,1,1,1,2,2,2,"<=75%",TRUE
"164","Public","Black","Two Parents",0.12,"Attend PS/Associate's","Bachelor's","1","1",13,-9,30,34.32,"2",FALSE,FALSE,5,8,0.19,1,1,1,1,1,1,2,2,2,"<=50%",FALSE
"165","Public","White","Two Parents",0.85,"Bachelors","Advanced Degree","1","1",14,90,33.5,62.58,"3",FALSE,TRUE,8,10,0.35,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"166","Public",NA,"Two Parents",0.46,"Advanced Degree","Bachelor's","1","1",14,90,33.5,50.03,"3",FALSE,TRUE,10,6,0.02,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"167","Public","Black","Two Parents",0.84,"Bachelors","Bachelor's","1","1",14,90,33.5,45.17,"3",FALSE,FALSE,8,8,0.1,3,3,2,2,3,2,2,2,3,"<=50%",FALSE
"168","Public","White","Two Parents",1.8,"Advanced Degree","Advanced Degree","1","1",14,90,33.5,55.12,"4",FALSE,TRUE,12,12,0.85,3,3,2,2,3,2,2,2,3,"<=50%",FALSE
"169","Public","API","Single/Absent Parent",0.24,"Bachelors","Bachelor's","1","1",14,90,33.5,49.61,"3",FALSE,TRUE,8,8,0.48,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"170","Public","White","Two Parents",-0.5,"Some HS/GED","Advanced Degree","0","0",14,90,33.5,31.91,"1",FALSE,FALSE,4,12,0.49,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"171","Public","White","Two Parents",0.52,"Attend PS/Associate's","Advanced Degree","1","1",14,90,33.5,60.04,"3",FALSE,TRUE,7,10,0.09,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"172","Public","White","Two Parents",0.87,"Advanced Degree","Advanced Degree","1","1",14,90,33.5,57.14,"4",FALSE,TRUE,10,10,0.62,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"173","Public","Hispanic","Two Parents",-0.92,"Some HS/GED","Bachelor's","1","1",14,90,33.5,27.49,"2",FALSE,FALSE,1,7,0.01,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"174","Public","White","Two Parents",0.7,"Bachelors","Bachelor's","1","1",14,90,33.5,60.99,"3",FALSE,FALSE,8,8,0.45,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"175","Public","Other","Single/Absent Parent",0.37,"Advanced Degree","Bachelor's","1","1",14,90,33.5,61.96,"4",FALSE,TRUE,10,8,0.59,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"176","Public","White","Two Parents",1.39,"Advanced Degree","Advanced Degree","1","1",14,90,33.5,57.43,"3",FALSE,FALSE,10,10,0.01,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"177","Public",NA,"Two Parents",1.06,"Bachelors","Advanced Degree","1","1",14,90,33.5,55.81,"4",FALSE,TRUE,8,10,1.12,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"178","Public","Black","Two Parents",0.26,"Attend PS/Associate's","Advanced Degree","1","1",14,90,33.5,49.04,"3",FALSE,TRUE,7,10,0.27,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"179","Public","Black","Two Parents",-0.12,"Attend PS/Associate's","Bachelor's","1","1",14,90,33.5,48.19,"2",FALSE,TRUE,6,8,0.46,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"180","Public","API","Two Parents",1.17,"Advanced Degree","Advanced Degree","1","1",14,90,33.5,70.4,"4",FALSE,TRUE,12,12,2.14,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"181","Public","Hispanic","Two Parents",0.65,"Bachelors","Bachelor's","1","1",14,90,33.5,54.21,"3",FALSE,TRUE,8,8,0.28,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"182","Public","White","Two Parents",0.55,"Bachelors","Bachelor's","1","1",14,90,33.5,60.25,"1",FALSE,FALSE,8,8,0.42,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"183","Public","Hispanic","Two Parents",1.49,"Advanced Degree","Advanced Degree","1","1",14,90,33.5,41.2,"3",FALSE,FALSE,12,12,0,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"184","Public","Black","Two Parents",0.9,"Advanced Degree","Advanced Degree","1","1",14,90,33.5,41.72,"3",FALSE,FALSE,10,12,0.24,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"185","Public",NA,"Two Parents",0.57,"Attend PS/Associate's","Advanced Degree","1","1",14,90,33.5,63.45,"4",FALSE,TRUE,6,12,1.73,3,3,2,2,3,2,2,2,3,"<=30%",FALSE
"186","Public","Black","Two Parents",0.89,"Advanced Degree","Advanced Degree","1","1",14,92,34.919,53.08,"1",FALSE,FALSE,12,12,0.22,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"187","Public","White","Two Parents",0.71,"Bachelors","Advanced Degree","1","1",14,92,34.919,60.47,"4",FALSE,TRUE,8,12,1.18,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"188","Public","Other","Two Parents",0.3,"Bachelors","Advanced Degree","1","1",14,92,34.919,55.92,"2",FALSE,FALSE,8,12,0.51,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"189","Public","White","Two Parents",1.06,"Bachelors","Advanced Degree","1","1",14,92,34.919,65.13,"4",FALSE,TRUE,8,10,0.92,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"190","Public","White","Single/Absent Parent",-0.77,"Attend PS/Associate's","Advanced Degree","1","1",14,92,34.919,52.78,"4",FALSE,TRUE,5,10,0.57,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"191","Public","White","Two Parents",0.9,"Advanced Degree","Advanced Degree","1","1",14,92,34.919,55.13,"3",FALSE,FALSE,10,10,0.05,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"192","Public","White","Two Parents",-0.03,"Attend PS/Associate's","Bachelor's","1","1",14,92,34.919,43.87,"2",FALSE,FALSE,6,8,0.49,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"193","Public","White","Two Parents",0.84,"Bachelors","Advanced Degree","1","1",14,92,34.919,63.88,"4",FALSE,TRUE,8,10,0.93,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"194","Public","White","Two Parents",0.83,"Advanced Degree","Advanced Degree","1","1",14,92,34.919,64.66,"4",FALSE,TRUE,10,12,1.47,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"195","Public","White","Two Parents",0.76,"Bachelors","Advanced Degree","1","1",14,92,34.919,60.44,"4",FALSE,TRUE,8,12,1.01,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"196","Public","White","Two Parents",-0.84,"Some HS/GED","Advanced Degree","1","1",14,92,34.919,44.07,"3",FALSE,FALSE,4,10,0.12,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"197","Public","White","Two Parents",-0.03,"Attend PS/Associate's","Bachelor's","1","1",14,92,34.919,62.73,"4",FALSE,FALSE,6,8,1.86,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"198","Public","API","Two Parents",0.04,"Some HS/GED","Bachelor's","1","1",14,92,34.919,61.88,"3",FALSE,TRUE,4,8,0.03,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"199","Public","White","Two Parents",-0.23,"Some HS/GED","Advanced Degree","1","1",14,92,34.919,43.53,"3",FALSE,FALSE,4,10,0.32,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"200","Public","White","Two Parents",1.06,"Bachelors","Bachelor's","1","1",14,92,34.919,52.58,"4",FALSE,TRUE,8,8,0.96,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"201","Public","White","Two Parents",0.51,"Bachelors","Bachelor's","1","1",14,92,34.919,56.49,"3",FALSE,FALSE,8,8,0.02,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"202","Public","Other","Two Parents",-0.26,"Attend PS/Associate's","Advanced Degree","1","1",14,92,34.919,53.29,"3",TRUE,FALSE,7,12,0.21,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"203","Public","White","Single/Absent Parent",0.63,"Bachelors","Bachelor's","1","1",14,92,34.919,56.57,"4",FALSE,TRUE,8,8,0.7,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"204","Public","API","Two Parents",1.06,"Bachelors","Bachelor's","1","1",14,92,34.919,58.32,"3",FALSE,FALSE,8,8,0.03,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"205","Public","White","Two Parents",1.65,"Advanced Degree","Bachelor's","1","1",14,92,34.919,70.13,"4",FALSE,TRUE,12,8,0.78,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"206","Public","White","Two Parents",0.86,"Bachelors","Advanced Degree","1","1",14,92,34.919,48.3,"3",FALSE,FALSE,8,12,0.14,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"207","Public","White","Two Parents",0.21,"Attend PS/Associate's","Bachelor's","1","1",14,92,34.919,55.7,"4",FALSE,FALSE,7,8,0.76,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"208","Public","White","Two Parents",0.69,"Bachelors","Bachelor's","1","1",14,92,34.919,52.87,"3",FALSE,TRUE,8,8,0,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"209","Public","White","Two Parents",-0.52,"Attend PS/Associate's","Advanced Degree","1","1",14,92,34.919,54.69,"3",FALSE,FALSE,5,10,0.34,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"210","Public","White","Two Parents",-0.59,"Some HS/GED","Bachelor's","1","0",10,70,27.882,45.18,"2",FALSE,FALSE,4,8,0.47,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"211","Public","White","Two Parents",0.27,"Attend PS/Associate's","Advanced Degree","1","1",10,70,27.882,66.76,"3",FALSE,FALSE,7,10,0.15,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"212","Public","White","Single/Absent Parent",-0.05,"Advanced Degree","Some HS/GED","0","0",10,70,27.882,52.62,"2",FALSE,FALSE,10,4,0.09,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"213","Public","White","Two Parents",-0.22,"Some HS/GED","Bachelor's","1","1",10,70,27.882,53.47,"1",FALSE,FALSE,4,6,0.02,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"214","Public","White","Two Parents",0.99,"Bachelors","Some HS/GED","1","1",10,70,27.882,53.52,"3",FALSE,FALSE,8,4,0.33,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"215","Public","White","Two Parents",-0.28,"Attend PS/Associate's","Advanced Degree","1","1",10,70,27.882,54.46,"1",TRUE,FALSE,7,12,0.21,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"216","Public","White","Two Parents",0.73,"Advanced Degree","Advanced Degree","1","1",10,70,27.882,63.87,"4",FALSE,TRUE,10,12,0.55,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"217","Public","Other","Single/Absent Parent",0.59,"Advanced Degree","Advanced Degree","1","1",10,70,27.882,34.35,"1",TRUE,FALSE,10,10,0.22,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"218","Public","White","Two Parents",-0.76,"Some HS/GED","Advanced Degree","1","1",10,70,27.882,60.32,"3",FALSE,FALSE,4,12,0.03,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"219","Public","White","Single/Absent Parent",-0.65,"Some HS/GED","Some HS/GED","1","0",10,70,27.882,46.41,"1",FALSE,FALSE,4,4,0.23,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"220","Public","White","Single/Absent Parent",-1.61,"Some HS/GED","Some HS/GED","1","1",10,70,27.882,43.09,"1",FALSE,FALSE,4,4,0.09,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"221","Public","White","Two Parents",1.13,"Advanced Degree","Advanced Degree","1","1",10,70,27.882,54.25,"4",FALSE,TRUE,10,10,0.59,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"222","Public","White","Two Parents",-0.5,"Some HS/GED","Bachelor's","1","0",10,70,27.882,41.45,"3",FALSE,TRUE,4,6,0.24,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"223","Public","White","Two Parents",-0.93,"Some HS/GED","Advanced Degree","1","1",10,70,27.882,49.75,"1",FALSE,FALSE,4,12,0.34,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"224","Public","White","Two Parents",-0.25,"Some HS/GED","Bachelor's","1","1",10,70,27.882,49.92,"4",FALSE,TRUE,4,8,1.79,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"225","Public","White","Two Parents",0.55,"Attend PS/Associate's","Bachelor's","1","1",10,70,27.882,44.81,"3",FALSE,TRUE,6,8,0.43,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"226","Public","White","Two Parents",0.73,"Bachelors","Bachelor's","1","1",10,70,27.882,49.76,"2",FALSE,FALSE,8,8,0.04,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"227","Public","White","Two Parents",0.85,"Bachelors","Advanced Degree","1","1",10,70,27.882,65.96,"1",FALSE,FALSE,8,12,0.13,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"228","Public","API","Two Parents",-1,"Some HS/GED","Advanced Degree","1","0",10,70,27.882,62.2,"2",FALSE,FALSE,4,12,0.48,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"229","Public","White","Single/Absent Parent",-0.01,"Some HS/GED","Some HS/GED","1","1",10,70,27.882,32.87,"1",FALSE,FALSE,4,6,0.3,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"230","Public","White","Two Parents",-0.65,"Some HS/GED","Bachelor's","1","0",10,70,27.882,54.88,"2",FALSE,FALSE,4,8,0,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"231","Public","White","Two Parents",-0.81,"Some HS/GED","Bachelor's","1","1",10,70,27.882,47.61,"1",TRUE,FALSE,4,8,0.24,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"232","Public","White","Single/Absent Parent",0.34,"Bachelors","Bachelor's","1","1",10,70,27.882,52.43,"3",FALSE,TRUE,8,8,0.12,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"233","Public","White","Two Parents",0.57,"Advanced Degree","Bachelor's","1","1",10,70,27.882,43.07,"1",FALSE,FALSE,10,6,0.02,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"234","Public","White","Two Parents",-1.37,"Some HS/GED","Bachelor's","1","1",10,70,27.882,52.02,"1",FALSE,FALSE,4,6,0.27,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"235","Public","White","Two Parents",0.03,"Some HS/GED","Bachelor's","1","1",10,70,27.882,51.2,"3",FALSE,TRUE,4,8,0.22,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"236","Public","White","Two Parents",-0.68,"Attend PS/Associate's","Bachelor's","1","1",10,70,27.882,41.91,"1",FALSE,FALSE,7,6,0.09,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"237","Public","White","Two Parents",0.57,"Bachelors","Advanced Degree","1","1",10,70,27.882,55.05,"4",FALSE,FALSE,8,10,0.63,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"238","Public","White","Two Parents",0.41,"Bachelors","Advanced Degree","1","1",10,70,27.882,67.42,"4",FALSE,TRUE,8,10,0.76,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"239","Public","White","Two Parents",-0.43,"Some HS/GED","Bachelor's","1","1",10,70,27.882,54.64,"3",FALSE,FALSE,4,8,0.05,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"240","Public","White","Single/Absent Parent",-0.49,"Some HS/GED","Bachelor's","1","1",10,70,27.882,56.49,"2",FALSE,FALSE,4,8,0.15,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"241","Public","White","Two Parents",-1.09,"Some HS/GED","Some HS/GED","1","1",10,70,27.882,37.99,"1",TRUE,FALSE,1,6,0.02,1,2,1,1,1,2,1,1,1,"<=30%",FALSE
"242","Public","Other","Single/Absent Parent",-0.9,"Some HS/GED","Advanced Degree","1","0",10,70,27.882,56.81,"3",TRUE,FALSE,4,12,0.01,1,2,1,1,1,2,1,1,1,"<=50%",FALSE
"243","Public",NA,"Two Parents",0.07,"Attend PS/Associate's","Bachelor's","1","1",0,-8,25,49.58,"1",FALSE,FALSE,5,8,0.18,1,1,1,2,1,2,1,2,3,"<=30%",FALSE
"244","Public","White","Two Parents",-0.65,"Some HS/GED","Advanced Degree","1","1",14,41,28,48.36,"1",FALSE,FALSE,4,10,0.12,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"245","Public","White","Two Parents",-0.43,"Some HS/GED","Advanced Degree","1","0",14,41,28,50.16,"3",FALSE,TRUE,4,10,0.09,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"246","Public","White","Two Parents",-0.84,"Some HS/GED","Bachelor's","1","1",14,41,28,53.94,"4",FALSE,FALSE,4,8,0.68,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"247","Public","White","Two Parents",-1.18,"Some HS/GED","Bachelor's","1","1",14,41,28,37.46,"3",FALSE,FALSE,4,8,0.02,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"248","Public",NA,"Two Parents",-0.73,"Some HS/GED","Bachelor's","1","1",14,41,28,56.42,"4",FALSE,TRUE,4,8,0.87,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"249","Public","White","Two Parents",-0.82,"Some HS/GED","Advanced Degree","1","1",14,41,28,49.99,"3",FALSE,FALSE,4,10,0.07,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"250","Public","White","Two Parents",1.07,"Advanced Degree","Advanced Degree","1","1",14,41,28,58.74,"3",FALSE,TRUE,10,10,0.47,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"251","Public","Hispanic","Single/Absent Parent",-0.45,"Bachelors","Bachelor's","1","1",14,41,28,41.93,"4",FALSE,TRUE,8,8,0.75,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"252","Public","White","Single/Absent Parent",-0.28,"Attend PS/Associate's","Bachelor's","1","1",14,41,28,46.98,"2",FALSE,FALSE,7,8,0.01,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"253","Public","White","Two Parents",0.39,"Attend PS/Associate's","Advanced Degree","1","1",14,41,28,44.84,"4",FALSE,TRUE,6,10,1.09,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"254","Public","White","Single/Absent Parent",-1.13,"Some HS/GED","Bachelor's","0","0",14,41,28,45.08,"3",FALSE,FALSE,4,8,0.01,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"255","Public","White","Two Parents",0.38,"Attend PS/Associate's","Bachelor's","1","1",14,41,28,53.59,"1",FALSE,FALSE,5,8,0.04,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"256","Public","White","Two Parents",-0.58,"Some HS/GED","Bachelor's","1","1",14,41,28,51.56,"2",FALSE,FALSE,4,8,0.5,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"257","Public","White","Single/Absent Parent",-0.83,"Some HS/GED","Bachelor's","1","0",14,41,28,42.43,"1",TRUE,FALSE,4,8,0,1,1,1,1,1,1,1,1,1,"<=75%",TRUE
"258","Public","White","Two Parents",-0.68,"Some HS/GED","Bachelor's","1","1",14,41,28,58.83,"4",FALSE,TRUE,4,8,1.18,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"259","Public","White","Two Parents",0.7,"Advanced Degree","Advanced Degree","1","1",14,41,28,60,"4",FALSE,TRUE,10,12,0.74,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"260","Public","White","Two Parents",-0.35,"Attend PS/Associate's","Bachelor's","1","0",14,41,28,42.52,"1",FALSE,FALSE,6,6,0.24,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"261","Public","White","Two Parents",1.13,"Advanced Degree","Advanced Degree","1","1",14,90,31,58.24,"4",FALSE,TRUE,10,10,0.93,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"262","Public","White","Two Parents",0.74,"Advanced Degree","Advanced Degree","1","1",14,90,31,53.39,"4",FALSE,TRUE,10,12,1.32,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"263","Public","White","Two Parents",0.89,"Bachelors","Bachelor's","1","1",14,90,31,49.5,"3",FALSE,TRUE,8,8,0.24,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
